==============================================================================================================
 SIERRA CHART TRADE OPTIMIZATION PLATFORM — PROBLEMATIC TRADE SEQUENCES AUDIT
 Criteria: Trades with Quantity > 3 Contracts (Exceeding [-3, +3] Position Limit)
==============================================================================================================

PART 1: CURRENT CLEAN PRODUCTION DATABASE (processed_trades)
Total Problematic Trades Found: 238
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | TM_10              | CLJ25      | 2025-03-09T22:06:10 | SHORT | 66.90     | 66.90     | 6    | $0.00     
1365 | TM_10              | NQ         | 2024-04-10T14:05:36 | SHORT | 18165.75  | 18172.50  | 6    | $-810.00  
1366 | TM_10              | NQ         | 2024-04-10T14:19:12 | SHORT | 18187.75  | 18187.00  | 6    | $90.00    
1367 | TM_10              | NQ         | 2024-04-10T14:25:14 | SHORT | 18180.75  | 18180.75  | 6    | $0.00     
1368 | TM_10              | NQ         | 2024-04-10T14:32:24 | LONG  | 18186.00  | 18184.00  | 6    | $-240.00  
1369 | TM_10              | NQ         | 2024-04-10T14:36:07 | LONG  | 18196.75  | 18197.75  | 6    | $120.00   
1370 | TM_10              | NQ         | 2024-04-10T14:49:12 | SHORT | 18178.75  | 18185.00  | 6    | $-750.00  
1371 | TM_10              | NQ         | 2024-04-10T19:33:52 | LONG  | 18152.00  | 18151.25  | 6    | $-90.00   
1372 | TM_10              | NQ         | 2024-04-10T20:09:34 | LONG  | 18164.25  | 18163.75  | 6    | $-60.00   
1373 | TM_10              | NQ         | 2024-04-10T20:12:48 | SHORT | 18174.25  | 18174.75  | 6    | $-60.00   
1374 | TM_10              | NQ         | 2024-04-10T20:19:59 | SHORT | 18168.50  | 18169.00  | 6    | $-60.00   
1375 | TM_10              | NQ         | 2024-04-10T23:17:26 | LONG  | 18151.50  | 18150.50  | 6    | $-120.00  
1376 | TM_10              | NQ         | 2024-04-11T00:11:30 | LONG  | 18164.00  | 18163.25  | 6    | $-90.00   
1377 | TM_10              | NQ         | 2024-04-11T03:34:18 | SHORT | 18201.00  | 18202.25  | 6    | $-150.00  
1378 | TM_10              | NQ         | 2024-04-11T05:01:59 | SHORT | 18209.50  | 18208.75  | 6    | $90.00    
1379 | TM_10              | NQ         | 2024-04-11T06:09:09 | LONG  | 18196.00  | 18195.50  | 6    | $-60.00   
1380 | TM_10              | NQ         | 2024-04-11T06:57:49 | LONG  | 18202.00  | 18201.50  | 6    | $-60.00   
1381 | TM_10              | NQ         | 2024-04-11T08:03:54 | LONG  | 18203.00  | 18202.00  | 6    | $-120.00  
1382 | TM_10              | NQ         | 2024-04-11T08:11:11 | SHORT | 18199.00  | 18199.50  | 6    | $-60.00   
1383 | TM_10              | NQ         | 2024-04-11T09:24:08 | SHORT | 18154.25  | 18154.00  | 4    | $20.00    
1384 | TM_10              | NQ         | 2024-04-11T09:39:49 | SHORT | 18160.75  | 18161.25  | 6    | $-60.00   
1385 | TM_10              | NQ         | 2024-04-11T10:55:51 | LONG  | 18168.25  | 18167.50  | 6    | $-90.00   
1386 | TM_10              | NQ         | 2024-04-11T11:33:13 | LONG  | 18150.00  | 18149.25  | 6    | $-90.00   
1387 | TM_10              | NQ         | 2024-04-11T11:47:18 | LONG  | 18127.75  | 18127.25  | 6    | $-60.00   
1388 | TM_10              | NQ         | 2024-04-11T12:15:40 | SHORT | 18130.50  | 18132.00  | 6    | $-180.00  
1389 | TM_10              | NQ         | 2024-04-11T12:15:53 | LONG  | 18135.00  | 18133.50  | 6    | $-180.00  
1390 | TM_10              | NQ         | 2024-04-11T13:41:13 | SHORT | 18250.50  | 18251.25  | 6    | $-90.00   
1391 | TM_10              | NQ         | 2024-04-11T14:00:15 | LONG  | 18252.50  | 18252.25  | 6    | $-30.00   
1392 | TM_10              | NQ         | 2024-04-11T14:01:11 | SHORT | 18240.50  | 18240.50  | 6    | $0.00     
1393 | TM_10              | NQ         | 2024-04-11T14:03:53 | SHORT | 18240.25  | 18240.50  | 6    | $-30.00   
1394 | TM_10              | NQ         | 2024-04-11T14:09:57 | SHORT | 18230.75  | 18231.75  | 6    | $-120.00  
1395 | TM_10              | NQ         | 2024-04-11T14:20:19 | LONG  | 18191.25  | 18190.75  | 6    | $-60.00   
1396 | TM_10              | NQ         | 2024-04-11T14:25:36 | SHORT | 18204.75  | 18204.50  | 6    | $30.00    
1397 | TM_10              | NQ         | 2024-04-11T14:42:59 | LONG  | 18242.75  | 18243.50  | 6    | $90.00    
1398 | TM_10              | NQ         | 2024-04-11T15:56:45 | SHORT | 18286.25  | 18286.50  | 6    | $-30.00   
1399 | TM_10              | NQ         | 2024-04-11T16:20:42 | SHORT | 18302.00  | 18302.50  | 6    | $-60.00   
1400 | TM_10              | NQ         | 2024-04-11T17:01:38 | LONG  | 18301.25  | 18304.00  | 6    | $330.00   
1401 | TM_10              | NQ         | 2024-04-11T17:29:38 | SHORT | 18413.50  | 18413.50  | 6    | $0.00     
1402 | TM_10              | NQ         | 2024-04-11T17:34:54 | SHORT | 18413.50  | 18414.25  | 6    | $-90.00   
1403 | TM_10              | NQ         | 2024-04-11T17:42:11 | LONG  | 18405.00  | 18403.75  | 6    | $-150.00  
1404 | TM_10              | NQ         | 2024-04-11T17:54:18 | SHORT | 18433.00  | 18433.50  | 6    | $-60.00   
1405 | TM_10              | NQ         | 2024-04-11T18:03:55 | SHORT | 18443.50  | 18444.25  | 6    | $-90.00   
1406 | TM_10              | NQ         | 2024-04-11T18:08:10 | SHORT | 18471.75  | 18472.25  | 6    | $-60.00   
1407 | TM_10              | NQ         | 2024-04-11T18:17:26 | SHORT | 18482.75  | 18483.25  | 6    | $-60.00   
1408 | TM_10              | NQ         | 2024-04-11T18:53:01 | LONG  | 18485.50  | 18485.00  | 6    | $-60.00   
1409 | TM_10              | NQ         | 2024-04-11T19:01:47 | SHORT | 18481.75  | 18482.00  | 6    | $-30.00   
1410 | TM_10              | NQ         | 2024-04-11T19:16:43 | LONG  | 18495.50  | 18494.75  | 6    | $-90.00   
1411 | TM_10              | NQ         | 2024-04-11T19:49:41 | SHORT | 18507.50  | 18508.00  | 6    | $-60.00   
1412 | TM_10              | NQ         | 2024-04-11T19:51:28 | SHORT | 18495.75  | 18496.25  | 6    | $-60.00   
1413 | TM_10              | NQ         | 2024-04-11T20:23:41 | SHORT | 18493.75  | 18493.75  | 6    | $0.00     
1414 | TM_10              | NQ         | 2024-04-11T22:44:07 | SHORT | 18488.25  | 18489.25  | 6    | $-120.00  
1415 | TM_10              | NQ         | 2024-04-12T06:32:00 | SHORT | 18495.00  | 18502.75  | 6    | $-930.00  
1416 | TM_10              | NQ         | 2024-04-14T22:00:15 | LONG  | 18190.00  | 18188.00  | 5    | $-200.00  
1417 | TM_10              | NQ         | 2024-04-14T22:02:26 | SHORT | 18214.75  | 18215.25  | 5    | $-50.00   
1418 | TM_10              | NQ         | 2024-04-14T22:03:13 | LONG  | 18193.25  | 18191.00  | 5    | $-225.00  
1419 | TM_10              | NQ         | 2024-04-14T23:36:30 | SHORT | 18249.00  | 18249.75  | 5    | $-75.00   
1420 | TM_10              | NQ         | 2024-04-15T00:04:53 | LONG  | 18233.00  | 18234.25  | 5    | $125.00   
1421 | TM_10              | NQ         | 2024-04-15T00:41:22 | LONG  | 18231.50  | 18230.50  | 5    | $-100.00  
1422 | TM_10              | NQ         | 2024-04-15T01:47:45 | SHORT | 18205.50  | 18213.25  | 5    | $-775.00  
1423 | TM_10              | NQ         | 2024-04-15T05:20:57 | SHORT | 18250.25  | 18251.00  | 5    | $-75.00   
1424 | TM_10              | NQ         | 2024-04-15T07:34:04 | LONG  | 18253.75  | 18252.75  | 5    | $-100.00  
1425 | TM_10              | NQ         | 2024-04-15T07:42:39 | SHORT | 18262.00  | 18262.75  | 5    | $-75.00   
1426 | TM_10              | NQ         | 2024-04-15T08:05:49 | LONG  | 18278.25  | 18277.50  | 5    | $-75.00   
1427 | TM_10              | NQ         | 2024-04-15T08:25:21 | SHORT | 18272.00  | 18272.50  | 5    | $-50.00   
1428 | TM_10              | NQ         | 2024-04-15T09:12:26 | SHORT | 18284.50  | 18284.75  | 5    | $-25.00   
1429 | TM_10              | NQ         | 2024-04-15T09:51:36 | SHORT | 18269.00  | 18269.00  | 4    | $0.00     
1430 | TM_10              | NQ         | 2024-04-15T11:07:52 | LONG  | 18275.00  | 18275.25  | 5    | $25.00    
1431 | TM_10              | NQ         | 2024-04-15T12:01:07 | LONG  | 18282.00  | 18282.25  | 5    | $25.00    
1432 | TM_10              | NQ         | 2024-04-15T12:17:15 | SHORT | 18299.00  | 18299.50  | 5    | $-50.00   
1433 | TM_10              | NQ         | 2024-04-15T12:25:39 | SHORT | 18306.00  | 18306.75  | 5    | $-75.00   
1434 | TM_10              | NQ         | 2024-04-15T12:30:00 | SHORT | 18277.25  | 18283.75  | 5    | $-650.00  
1435 | TM_10              | NQ         | 2024-04-15T12:35:20 | SHORT | 18319.75  | 18322.25  | 5    | $-250.00  
1436 | TM_10              | NQ         | 2024-04-15T12:43:59 | SHORT | 18326.50  | 18326.25  | 4    | $20.00    
1437 | TM_10              | NQ         | 2024-04-15T12:57:32 | LONG  | 18331.50  | 18331.00  | 6    | $-60.00   
1438 | TM_10              | NQ         | 2024-04-15T12:57:33 | LONG  | 18331.50  | 18331.00  | 6    | $-60.00   
1439 | TM_10              | NQ         | 2024-04-15T13:29:59 | SHORT | 18333.25  | 18337.00  | 6    | $-450.00  
1440 | TM_10              | NQ         | 2024-04-15T13:30:03 | SHORT | 18329.00  | 18329.75  | 6    | $-90.00   
1441 | TM_10              | NQ         | 2024-04-15T13:30:05 | SHORT | 18329.00  | 18329.75  | 6    | $-90.00   
1442 | TM_10              | NQ         | 2024-04-15T13:48:23 | LONG  | 18289.50  | 18289.00  | 6    | $-60.00   
1443 | TM_10              | NQ         | 2024-04-15T13:48:24 | LONG  | 18289.50  | 18289.00  | 6    | $-60.00   
1444 | TM_10              | NQ         | 2024-04-15T14:07:50 | LONG  | 18275.50  | 18275.00  | 6    | $-60.00   
1445 | TM_10              | NQ         | 2024-04-15T14:07:51 | LONG  | 18275.50  | 18275.00  | 6    | $-60.00   
1446 | TM_10              | NQ         | 2024-04-15T14:14:32 | LONG  | 18232.25  | 18230.25  | 6    | $-240.00  
1447 | TM_10              | NQ         | 2024-04-15T14:14:33 | LONG  | 18232.25  | 18230.25  | 6    | $-240.00  
1448 | TM_10              | NQ         | 2024-04-15T14:16:11 | SHORT | 18254.00  | 18253.50  | 6    | $60.00    
1449 | TM_10              | NQ         | 2024-04-15T14:16:12 | SHORT | 18254.00  | 18253.50  | 6    | $60.00    
1450 | TM_10              | NQ         | 2024-04-15T14:20:20 | LONG  | 18238.25  | 18238.00  | 6    | $-30.00   
1451 | TM_10              | NQ         | 2024-04-15T14:20:21 | LONG  | 18238.25  | 18238.00  | 6    | $-30.00   
1452 | TM_10              | NQ         | 2024-04-15T14:22:37 | LONG  | 18221.00  | 18220.00  | 6    | $-120.00  
1453 | TM_10              | NQ         | 2024-04-15T14:22:38 | LONG  | 18221.00  | 18220.00  | 6    | $-120.00  
1454 | TM_10              | NQ         | 2024-04-15T14:28:23 | LONG  | 18213.50  | 18214.00  | 6    | $60.00    
1455 | TM_10              | NQ         | 2024-04-15T14:28:25 | LONG  | 18213.50  | 18214.00  | 6    | $60.00    
1456 | TM_10              | NQ         | 2024-04-15T14:40:52 | SHORT | 18221.50  | 18219.50  | 6    | $240.00   
1457 | TM_10              | NQ         | 2024-04-15T14:40:53 | SHORT | 18221.50  | 18219.50  | 6    | $240.00   
1458 | TM_10              | NQ         | 2024-04-15T14:42:09 | LONG  | 18223.50  | 18221.50  | 6    | $-240.00  
1459 | TM_10              | NQ         | 2024-04-15T14:42:11 | LONG  | 18223.50  | 18221.50  | 6    | $-240.00  
1460 | TM_10              | NQ         | 2024-04-15T14:42:45 | SHORT | 18215.00  | 18214.75  | 6    | $30.00    
1461 | TM_10              | NQ         | 2024-04-15T14:42:47 | SHORT | 18215.00  | 18214.75  | 6    | $30.00    
1462 | TM_10              | NQ         | 2024-04-15T14:43:51 | LONG  | 18206.00  | 18204.75  | 6    | $-150.00  
1463 | TM_10              | NQ         | 2024-04-15T14:43:52 | LONG  | 18206.00  | 18204.75  | 6    | $-150.00  
1464 | TM_10              | NQ         | 2024-04-15T14:48:33 | LONG  | 18202.75  | 18201.75  | 6    | $-120.00  
1465 | TM_10              | NQ         | 2024-04-15T14:48:34 | LONG  | 18202.75  | 18201.75  | 6    | $-120.00  
1466 | TM_10              | NQ         | 2024-04-15T14:55:25 | LONG  | 18185.00  | 18184.50  | 6    | $-60.00   
1467 | TM_10              | NQ         | 2024-04-15T14:55:26 | LONG  | 18185.00  | 18184.50  | 6    | $-60.00   
1468 | TM_10              | NQ         | 2024-04-15T15:36:16 | SHORT | 18200.25  | 18201.75  | 6    | $-180.00  
1469 | TM_10              | NQ         | 2024-04-15T15:36:17 | SHORT | 18200.25  | 18201.75  | 6    | $-180.00  
1470 | TM_10              | NQ         | 2024-04-15T15:54:01 | LONG  | 18217.75  | 18217.00  | 6    | $-90.00   
1471 | TM_10              | NQ         | 2024-04-15T15:54:03 | LONG  | 18217.75  | 18217.00  | 6    | $-90.00   
1472 | TM_10              | NQ         | 2024-04-15T16:45:35 | SHORT | 18086.50  | 18087.25  | 6    | $-90.00   
1473 | TM_10              | NQ         | 2024-04-15T17:04:59 | SHORT | 18109.25  | 18112.00  | 6    | $-330.00  
1474 | TM_10              | NQ         | 2024-04-15T17:10:09 | SHORT | 18119.50  | 18120.75  | 6    | $-150.00  
1475 | TM_10              | NQ         | 2024-04-15T17:50:52 | SHORT | 17892.25  | 17892.25  | 6    | $0.00     
1476 | TM_10              | NQ         | 2024-04-15T17:57:10 | LONG  | 17908.00  | 17907.50  | 6    | $-60.00   
1477 | TM_10              | NQ         | 2024-04-15T17:58:08 | LONG  | 17919.75  | 17919.75  | 6    | $0.00     
1478 | TM_10              | NQ         | 2024-04-15T18:08:17 | LONG  | 17908.50  | 17909.25  | 6    | $90.00    
1479 | TM_10              | NQ         | 2024-04-15T18:13:01 | LONG  | 17883.00  | 17883.25  | 6    | $30.00    
1480 | TM_10              | NQ         | 2024-04-15T18:16:46 | LONG  | 17882.75  | 17881.75  | 6    | $-120.00  
1481 | TM_10              | NQ         | 2024-04-15T18:17:30 | LONG  | 17890.00  | 17888.50  | 6    | $-180.00  
1482 | TM_10              | NQ         | 2024-04-15T18:49:09 | SHORT | 17894.75  | 17895.25  | 6    | $-60.00   
1483 | TM_10              | NQ         | 2024-04-15T19:05:37 | LONG  | 17871.75  | 17871.50  | 6    | $-30.00   
1484 | TM_10              | NQ         | 2024-04-15T19:24:16 | SHORT | 17881.00  | 17881.75  | 6    | $-90.00   
1485 | TM_10              | NQ         | 2024-04-15T19:32:24 | SHORT | 17889.25  | 17889.25  | 6    | $0.00     
1486 | TM_10              | NQ         | 2024-04-15T19:51:07 | LONG  | 17902.25  | 17901.00  | 6    | $-150.00  
1487 | TM_10              | NQ         | 2024-04-15T19:58:12 | LONG  | 17880.75  | 17880.25  | 6    | $-60.00   
1488 | TM_10              | NQ         | 2024-04-15T20:50:21 | LONG  | 17857.00  | 17856.50  | 6    | $-60.00   
1489 | TM_10              | NQ         | 2024-04-16T02:38:17 | LONG  | 17807.75  | 17808.25  | 6    | $60.00    
1490 | TM_10              | NQ         | 2024-04-16T03:33:02 | SHORT | 17823.75  | 17824.50  | 6    | $-90.00   
1491 | TM_10              | NQ         | 2024-04-16T06:22:48 | LONG  | 17849.75  | 17848.75  | 6    | $-120.00  
1492 | TM_10              | NQ         | 2024-04-16T07:01:18 | LONG  | 17853.50  | 17852.50  | 6    | $-120.00  
1493 | TM_10              | NQ         | 2024-04-16T07:12:53 | LONG  | 17853.25  | 17852.00  | 6    | $-150.00  
1494 | TM_10              | NQ         | 2024-04-16T07:38:18 | LONG  | 17864.50  | 17864.00  | 6    | $-60.00   
1495 | TM_10              | NQ         | 2024-04-16T08:05:24 | SHORT | 17868.25  | 17872.00  | 6    | $-450.00  
1496 | TM_10              | NQ         | 2024-04-16T08:22:01 | LONG  | 17868.00  | 17867.25  | 6    | $-90.00   
1497 | TM_10              | NQ         | 2024-04-16T10:20:38 | SHORT | 17807.00  | 17806.75  | 4    | $20.00    
1498 | TM_10              | NQ         | 2024-04-16T10:26:03 | LONG  | 17805.50  | 17804.50  | 6    | $-120.00  
1499 | TM_10              | NQ         | 2024-04-16T10:31:53 | SHORT | 17815.75  | 17816.75  | 6    | $-120.00  
1500 | TM_10              | NQ         | 2024-04-16T12:30:01 | SHORT | 17880.25  | 17880.75  | 6    | $-60.00   
1501 | TM_10              | NQ         | 2024-04-16T12:30:32 | LONG  | 17879.00  | 17883.00  | 6    | $480.00   
1502 | TM_10              | NQ         | 2024-04-16T13:00:04 | LONG  | 17892.50  | 17889.50  | 6    | $-360.00  
1503 | TM_10              | NQ         | 2024-04-16T13:01:56 | LONG  | 17881.00  | 17880.75  | 6    | $-30.00   
1504 | TM_10              | NQ         | 2024-04-16T13:02:51 | SHORT | 17886.75  | 17887.50  | 6    | $-90.00   
1505 | TM_10              | NQ         | 2024-04-16T13:29:39 | SHORT | 17868.75  | 17870.00  | 6    | $-150.00  
1506 | TM_10              | NQ         | 2024-04-16T13:31:42 | SHORT | 17861.00  | 17861.50  | 6    | $-60.00   
1507 | TM_10              | NQ         | 2024-04-16T13:33:08 | SHORT | 17874.75  | 17875.25  | 6    | $-60.00   
1508 | TM_10              | NQ         | 2024-04-16T13:33:50 | LONG  | 17866.00  | 17865.75  | 6    | $-30.00   
1509 | TM_10              | NQ         | 2024-04-16T13:34:16 | SHORT | 17875.50  | 17877.50  | 6    | $-240.00  
1510 | TM_10              | NQ         | 2024-04-16T13:35:21 | SHORT | 17881.00  | 17882.75  | 6    | $-210.00  
1511 | TM_10              | NQ         | 2024-04-16T13:49:25 | SHORT | 17847.25  | 17845.75  | 6    | $180.00   
1512 | TM_10              | NQ         | 2024-04-16T14:04:18 | LONG  | 17895.00  | 17894.00  | 6    | $-120.00  
1513 | TM_10              | NQ         | 2024-04-16T14:11:07 | LONG  | 17896.25  | 17894.25  | 6    | $-240.00  
1514 | TM_10              | NQ         | 2024-04-16T14:11:41 | SHORT | 17890.25  | 17891.25  | 6    | $-120.00  
1515 | TM_10              | NQ         | 2024-04-16T14:15:13 | SHORT | 17921.00  | 17923.25  | 6    | $-270.00  
1516 | TM_10              | NQ         | 2024-04-16T14:20:30 | SHORT | 17909.50  | 17910.25  | 6    | $-90.00   
1517 | TM_10              | NQ         | 2024-04-18T07:05:00 | LONG  | 17759.00  | 17758.00  | 6    | $-120.00  
1518 | TM_10              | NQ         | 2024-04-18T08:04:36 | SHORT | 17745.75  | 17746.50  | 6    | $-90.00   
1519 | TM_10              | NQ         | 2024-04-18T10:00:13 | SHORT | 17706.25  | 17707.00  | 6    | $-90.00   
1520 | TM_10              | NQ         | 2024-04-18T10:50:19 | SHORT | 17707.75  | 17707.25  | 6    | $60.00    
1521 | TM_10              | NQ         | 2024-04-18T11:04:34 | LONG  | 17716.00  | 17715.25  | 6    | $-90.00   
1522 | TM_10              | NQ         | 2024-04-18T11:10:49 | SHORT | 17712.25  | 17713.00  | 6    | $-90.00   
1523 | TM_10              | NQ         | 2024-04-18T12:30:00 | LONG  | 17694.75  | 17691.25  | 6    | $-420.00  
1524 | TM_10              | NQ         | 2024-04-18T12:30:26 | LONG  | 17689.25  | 17687.75  | 6    | $-180.00  
1525 | TM_10              | NQ         | 2024-04-18T13:03:46 | SHORT | 17692.00  | 17692.25  | 6    | $-30.00   
1526 | TM_10              | NQ         | 2024-04-18T13:16:31 | SHORT | 17681.00  | 17681.00  | 4    | $0.00     
1527 | TM_10              | NQ         | 2024-04-18T13:30:07 | SHORT | 17662.00  | 17665.50  | 6    | $-420.00  
1528 | TM_10              | NQ         | 2024-04-18T19:16:57 | LONG  | 17556.25  | 17556.25  | 6    | $0.00     
1529 | TM_10              | NQ         | 2024-04-18T19:23:00 | LONG  | 17549.75  | 17549.00  | 6    | $-90.00   
1530 | TM_10              | NQ         | 2024-04-18T19:27:44 | SHORT | 17566.00  | 17567.50  | 6    | $-180.00  
1531 | TM_10              | NQ         | 2024-04-18T19:34:07 | LONG  | 17573.50  | 17572.75  | 6    | $-90.00   
1532 | TM_10              | NQ         | 2024-04-18T19:49:58 | LONG  | 17578.50  | 17576.75  | 6    | $-210.00  
1533 | TM_10              | NQ         | 2024-04-18T20:07:32 | SHORT | 17522.25  | 17524.00  | 6    | $-210.00  
1534 | TM_10              | NQ         | 2024-04-18T20:09:48 | SHORT | 17535.75  | 17536.25  | 6    | $-60.00   
1535 | TM_10              | NQ         | 2024-04-19T00:13:18 | LONG  | 17463.50  | 17462.25  | 6    | $-150.00  
1536 | TM_10              | NQ         | 2024-04-19T01:04:33 | SHORT | 17405.75  | 17412.00  | 6    | $-750.00  
1537 | TM_10              | NQ         | 2024-04-19T01:08:40 | LONG  | 17416.00  | 17414.50  | 6    | $-180.00  
1538 | TM_10              | NQ         | 2024-04-19T01:09:27 | LONG  | 17395.75  | 17394.25  | 6    | $-180.00  
1539 | TM_10              | NQ         | 2024-04-19T01:14:13 | LONG  | 17388.25  | 17386.25  | 6    | $-240.00  
1540 | TM_10              | NQ         | 2024-04-19T01:15:25 | LONG  | 17390.50  | 17389.25  | 6    | $-150.00  
1541 | TM_10              | NQ         | 2024-04-19T01:19:54 | LONG  | 17387.00  | 17386.25  | 6    | $-90.00   
1542 | TM_10              | NQ         | 2024-04-19T01:30:47 | LONG  | 17318.75  | 17316.00  | 6    | $-330.00  
1543 | TM_10              | NQ         | 2024-04-19T01:31:44 | SHORT | 17306.25  | 17308.50  | 6    | $-270.00  
1544 | TM_10              | NQ         | 2024-04-19T01:37:08 | SHORT | 17290.75  | 17292.75  | 6    | $-240.00  
1545 | TM_10              | NQ         | 2024-04-19T01:39:29 | LONG  | 17256.50  | 17256.25  | 6    | $-30.00   
1546 | TM_10              | NQ         | 2024-04-19T05:20:09 | LONG  | 17360.75  | 17361.50  | 6    | $90.00    
1547 | TM_10              | NQ         | 2024-04-19T05:22:38 | SHORT | 17365.75  | 17367.75  | 6    | $-240.00  
1548 | TM_10              | NQ         | 2024-04-19T05:36:16 | LONG  | 17355.50  | 17354.25  | 6    | $-150.00  
1549 | TM_10              | NQ         | 2024-04-19T06:01:17 | LONG  | 17365.25  | 17362.00  | 6    | $-390.00  
1550 | TM_10              | NQ         | 2024-04-19T06:09:13 | SHORT | 17378.50  | 17379.75  | 6    | $-150.00  
1551 | TM_10              | NQ         | 2024-04-19T06:17:52 | SHORT | 17406.75  | 17412.00  | 6    | $-630.00  
1552 | TM_10              | NQ         | 2024-04-19T06:21:30 | LONG  | 17410.00  | 17408.00  | 6    | $-240.00  
1553 | TM_10              | NQ         | 2024-04-19T06:26:50 | LONG  | 17410.00  | 17409.00  | 6    | $-120.00  
1554 | TM_10              | NQ         | 2024-04-19T06:40:29 | SHORT | 17413.50  | 17415.00  | 6    | $-180.00  
1555 | TM_10              | NQ         | 2024-04-19T06:58:03 | SHORT | 17425.00  | 17426.50  | 6    | $-180.00  
1556 | TM_10              | NQ         | 2024-04-19T07:24:22 | SHORT | 17440.75  | 17443.00  | 6    | $-270.00  
1557 | TM_10              | NQ         | 2024-04-19T07:33:28 | LONG  | 17415.25  | 17414.25  | 6    | $-120.00  
1558 | TM_10              | NQ         | 2024-04-19T07:37:57 | SHORT | 17424.00  | 17424.00  | 6    | $0.00     
1559 | TM_10              | NQ         | 2024-04-19T08:02:33 | LONG  | 17429.25  | 17427.75  | 6    | $-180.00  
1560 | TM_10              | NQ         | 2024-04-19T08:12:06 | LONG  | 17404.75  | 17403.75  | 6    | $-120.00  
1561 | TM_10              | NQ         | 2024-04-19T08:41:02 | SHORT | 17406.50  | 17406.00  | 6    | $60.00    
1562 | TM_10              | NQ         | 2024-04-19T08:45:33 | LONG  | 17409.00  | 17407.75  | 6    | $-150.00  
1563 | TM_10              | NQ         | 2024-04-19T11:02:57 | SHORT | 17440.00  | 17440.00  | 4    | $0.00     
1564 | TM_10              | NQ         | 2024-04-19T11:43:39 | SHORT | 17505.50  | 17506.75  | 6    | $-150.00  
1565 | TM_10              | NQ         | 2024-04-19T11:45:37 | SHORT | 17492.75  | 17493.75  | 6    | $-120.00  
1566 | TM_10              | NQ         | 2024-04-19T12:09:34 | LONG  | 17492.25  | 17490.50  | 6    | $-210.00  
1567 | TM_10              | NQ         | 2024-04-19T13:15:58 | LONG  | 17495.75  | 17494.75  | 6    | $-120.00  
1568 | TM_10              | NQ         | 2024-04-19T13:15:59 | LONG  | 17495.75  | 17494.75  | 6    | $-120.00  
1569 | TM_10              | NQ         | 2024-04-19T13:25:00 | SHORT | 17480.25  | 17477.75  | 6    | $300.00   
1570 | TM_10              | NQ         | 2024-04-19T13:25:01 | SHORT | 17480.25  | 17477.75  | 6    | $300.00   
1571 | TM_10              | NQ         | 2024-04-19T13:30:21 | SHORT | 17476.00  | 17475.75  | 4    | $20.00    
1572 | TM_10              | NQ         | 2024-04-19T13:36:37 | LONG  | 17457.00  | 17458.25  | 6    | $150.00   
1573 | TM_10              | NQ         | 2024-04-19T13:36:38 | LONG  | 17457.00  | 17458.25  | 6    | $150.00   
1574 | TM_10              | NQ         | 2024-04-19T13:37:54 | LONG  | 17447.50  | 17447.00  | 6    | $-60.00   
1575 | TM_10              | NQ         | 2024-04-19T13:37:55 | LONG  | 17447.50  | 17447.00  | 6    | $-60.00   
1576 | TM_10              | NQ         | 2024-04-19T13:44:58 | SHORT | 17489.00  | 17490.25  | 6    | $-150.00  
1577 | TM_10              | NQ         | 2024-04-19T13:45:00 | SHORT | 17489.00  | 17490.25  | 6    | $-150.00  
1578 | TM_10              | NQ         | 2024-04-19T13:51:26 | LONG  | 17454.50  | 17453.00  | 6    | $-180.00  
1579 | TM_10              | NQ         | 2024-04-19T13:51:27 | LONG  | 17454.50  | 17453.00  | 6    | $-180.00  
1580 | TM_10              | NQ         | 2024-04-19T13:52:19 | LONG  | 17439.00  | 17436.50  | 6    | $-300.00  
1581 | TM_10              | NQ         | 2024-04-19T13:52:20 | LONG  | 17439.00  | 17436.50  | 6    | $-300.00  
1582 | TM_10              | NQ         | 2024-04-19T14:10:52 | LONG  | 17430.00  | 17427.75  | 6    | $-270.00  
1583 | TM_10              | NQ         | 2024-04-19T14:10:53 | LONG  | 17430.00  | 17427.75  | 6    | $-270.00  
1584 | TM_10              | NQ         | 2024-04-19T14:16:01 | LONG  | 17409.75  | 17409.50  | 6    | $-30.00   
1585 | TM_10              | NQ         | 2024-04-19T14:16:02 | LONG  | 17409.75  | 17409.50  | 6    | $-30.00   
1586 | TM_10              | NQ         | 2024-04-19T14:19:32 | SHORT | 17399.75  | 17399.50  | 6    | $30.00    
1587 | TM_10              | NQ         | 2024-04-19T14:19:33 | SHORT | 17399.75  | 17399.50  | 6    | $30.00    
1588 | TM_10              | NQ         | 2024-04-19T14:21:24 | SHORT | 17388.25  | 17388.50  | 6    | $-30.00   
1589 | TM_10              | NQ         | 2024-04-19T14:21:25 | SHORT | 17388.25  | 17388.50  | 6    | $-30.00   
1590 | TM_10              | NQ         | 2024-04-19T14:27:12 | LONG  | 17365.25  | 17364.25  | 6    | $-120.00  
1591 | TM_10              | NQ         | 2024-04-19T14:27:13 | LONG  | 17365.25  | 17364.25  | 6    | $-120.00  
1592 | TM_10              | NQ         | 2024-04-19T14:30:35 | SHORT | 17397.50  | 17395.50  | 6    | $240.00   
